Variable Label,Risk,Cluster Labels,Cluster Name,Thresh1,Thresh2,Thresh3,Thresh4,Domain,Topic,Variable Name,age,min,max,gender,male,race,American Indian and Alaska Native,Asian,Black or African American,Hispanic or Latino,Two or more races,Native Hawaiian and other Pacific Islander,White,Some other race,Score,county,zip,census,nonveteran,veterans,weight,veteran_status
"Total number of community health centers, grantees only",healthcare access risk,2,Minority Healthcare Facilities,416.0,6.0,1.0,0.0,,,AHRF_TOT_COM_HEALTH_GRANT,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
"Total number of community health centers, grantees only, per 1,000 population",healthcare access risk,2,Minority Healthcare Facilities,6.28,0.02,0.01,0.0,,,AHRF_COM_HEALTH_GRANT_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Total number of facilities that provide mental health services and accept Medicaid,healthcare access risk,2,Minority Healthcare Facilities,175.0,7.0,1.0,0.0,,,AMFAR_TOT_MEDMHFAC,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
"Total number of Rural Health Clinics (RHCs) per 1,000 population",healthcare access risk,2,Minority Healthcare Facilities,2.87,0.2,0.0,0.0,,,POS_RHC_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Medically Underserved Areas (MUAs) - County,healthcare access risk,2,Minority Healthcare Facilities,0.0,0.0,1.0,1.0,,,HRSA_MUA_COUNTY,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
"Total number of Indian Health Service health care facilities per 1,000 population",healthcare access risk,2,Minority Healthcare Facilities,12.98,0.05,0.0,0.0,,,IHS_HEALTH_FACILITY_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
"Total number of facilities that provide mental health services and accept Medicaid per 1,000 population",healthcare access risk,2,Minority Healthcare Facilities,1.5699,0.027,0.0122,0.0,,,AMFAR_MEDMHFAC_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Percentage of population with any Medicaid/means-tested public health insurance coverage,healthcare access risk,2,Minority Healthcare Facilities,100.0,14.71,7.08,0.0,,,ACS_PCT_MEDICAID_ANY,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,1.0,No,No,1.0,0
"Total number of non-federal emergency medicine physicians per 1,000 population",healthcare access risk,2,Minority Healthcare Facilities,1.59,0.11,0.03,0.0,,,AHRF_ER_MED_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
"Total number of Federally Qualified Health Centers (FQHCs) per 1,000 population",healthcare access risk,2,Minority Healthcare Facilities,4.63,0.02,0.01,0.0,,,POS_FQHC_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Total number of substance abuse facilities offering HIV testing and accept Medicaid,healthcare access risk,0,Substance Abuse Rehab Centers,111.0,11.0,0.0,0.0,,,AMFAR_TOT_MEDHIVTFAC,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
"Total number of substance abuse facilities offering hepatitis C screening and accept Medicaid per 1,000 population",healthcare access risk,0,Substance Abuse Rehab Centers,0.5112,0.0173,0.0,0.0,,,AMFAR_MEDHCVTFAC_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Total number of substance abuse facilities offering both HIV test and hepatitis C screening and accept Medicaid,healthcare access risk,0,Substance Abuse Rehab Centers,96.0,10.0,0.0,0.0,,,AMFAR_TOT_MEDHIVHCVTFAC,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
"Total number of substance abuse facilities offering HIV testing and accept Medicaid per 1,000 population",healthcare access risk,0,Substance Abuse Rehab Centers,0.5112,0.017,0.0,0.0,,,AMFAR_MEDHIVTFAC_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
"Total number of substance abuse facilities offering both HIV test and hepatitis C screening and accept Medicaid per 1,000 population",healthcare access risk,0,Substance Abuse Rehab Centers,0.5112,0.0152,0.0,0.0,,,AMFAR_MEDHIVHCVTFAC_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
"Total number of substance abuse services facilities accepting Medicaid per 1,000 population",healthcare access risk,0,Substance Abuse Rehab Centers,1.0127,0.0293,0.0117,0.0,,,AMFAR_MEDSAFAC_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Total number of substance abuse services facilities accepting Medicaid,healthcare access risk,0,Substance Abuse Rehab Centers,215.0,7.0,1.0,0.0,,,AMFAR_TOT_MEDSAFAC,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Total number of short-term community hospital admissions,healthcare access risk,4,Hospital Infrastructure and Capacity ,0.0,28815.0,141263.0,956262.0,,,AHRF_TOT_ST_COMM_HOSP_ADMS,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
Total number of short-term community hospitals,healthcare access risk,4,Hospital Infrastructure and Capacity ,80.0,3.0,1.0,0.0,,,AHRF_TOT_ST_COMM_HOSP,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Percentage of hospitals that are private not-for-profit hospitals,healthcare access risk,4,Hospital Infrastructure and Capacity ,100.0,31.85,20.0,0.0,,,POS_PCT_HOSP_NON_PROFIT,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Total number of short-term non-general hospitals,healthcare access risk,4,Hospital Infrastructure and Capacity ,36.0,6.0,0.0,0.0,,,AHRF_TOT_ST_N_G_HOSP,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Percentage of hospitals that are private for-profit hospitals,healthcare access risk,4,Hospital Infrastructure and Capacity ,0.0,62.9,75.0,100.0,,,POS_PCT_HOSP_FOR_PROFIT,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,No,No,0.6,0
"Percentage of hospitals that are government (federal, state, local, district) hospitals",healthcare access risk,4,Hospital Infrastructure and Capacity ,100.0,2.7,0.81,0.0,,,POS_PCT_HOSP_GOV,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Total number of operating rooms in short-term general hospitals,healthcare access risk,4,Hospital Infrastructure and Capacity ,598.0,24.0,2.0,0.0,,,AHRF_TOT_OPRT_ROOM,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Total number of short-term general hospitals,healthcare access risk,4,Hospital Infrastructure and Capacity ,77.0,3.0,1.0,0.0,,,AHRF_TOT_ST_G_HOSP,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Total number of hospitals,healthcare access risk,4,Hospital Infrastructure and Capacity ,101.0,4.0,1.0,0.0,,,AHRF_TOT_HOSPS,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Total number of hospitals with emergency department,healthcare access risk,4,Hospital Infrastructure and Capacity ,121.0,4.0,2.0,0.0,,,POS_TOT_HOSP_ED,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Total number of short-term general hospitals with cardiac intensive care,healthcare access risk,4,Hospital Infrastructure and Capacity ,27.0,4.0,0.0,0.0,,,AHRF_TOT_CARDIAC_IC_HOSP,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
"Total number of short-term non-general hospitals per 1,000 population",healthcare access risk,4,Hospital Infrastructure and Capacity ,0.19,0.01,0.0,0.0,,,AHRF_ST_N_G_HOSP_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
"Total number of operating rooms in short-term general hospitals per 1,000 population",healthcare access risk,4,Hospital Infrastructure and Capacity ,4.52,0.09,0.03,0.0,,,AHRF_OPRT_ROOM_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
"Total number of long-term hospitals per 1,000 population",healthcare access risk,4,Hospital Infrastructure and Capacity ,0.65,0.01,0.0,0.0,,,AHRF_LT_HOSP_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
"Total number of hospitals per 1,000 population",healthcare access risk,4,Hospital Infrastructure and Capacity ,1.0,0.02,0.01,0.0,,,AHRF_HOSPS_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
"Total number of short-term general hospitals with medical surgical intensive care per 1,000 population",healthcare access risk,5,Specialised Services,0.75,0.01,0.0,0.0,,,AHRF_MEDSURGIC_HOSP_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
"Total number of short-term general hospitals with cardiac intensive care per 1,000 population",healthcare access risk,5,Specialised Services,0.43,0.01,0.0,0.0,,,AHRF_CARDIAC_IC_HOSP_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
"Total number of hospitals with emergency department per 1,000 population",healthcare access risk,5,Specialised Services,2.12,0.02,0.01,0.0,,,POS_HOSP_ED_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
"Total number of short-term general hospital beds per 1,000 population",healthcare access risk,5,Specialised Services,164.28,2.04,1.18,0.0,,,AHRF_ST_G_HOSP_BED_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Percentage of home health agencies offering medical social services,healthcare access risk,6,Home Health Agencies,100.0,90.0,33.33,0.0,,,HHC_PCT_HHA_MEDICAL,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Total number of Indian Health Service health care facilities,healthcare access risk,6,Home Health Agencies,49.0,2.0,0.0,0.0,,,IHS_HEALTH_FACILITY,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Percentage of home health agencies offering speech pathology services,healthcare access risk,6,Home Health Agencies,100.0,95.75,50.0,0.0,,,HHC_PCT_HHA_SPEECH,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
"Total number of home health agencies per 1,000 population",healthcare access risk,6,Home Health Agencies,2.31,0.06,0.02,0.0,,,POS_HHA_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Total number of home health agencies,healthcare access risk,6,Home Health Agencies,1548.0,10.0,2.0,0.0,,,POS_TOT_HHA,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
"Total number of hospitals with pediatric ICU per 1,000 population",healthcare access risk,5,Specialised Services,0.25,0.01,0.0,0.0,,,POS_HOSP_PED_ICU_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Total number of hospitals with pediatric ICU,healthcare access risk,5,Specialised Services,15.0,3.0,0.0,0.0,,,POS_TOT_HOSP_PED_ICU,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
"Total number of hospitals with medical-surgical ICU per 1,000 population",healthcare access risk,5,Specialised Services,0.95,0.02,0.01,0.0,,,POS_HOSP_MEDSURG_ICU_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Total number of hospitals with medical-surgical ICU,healthcare access risk,5,Specialised Services,173.0,4.0,1.0,0.0,,,POS_TOT_HOSP_MEDSURG_ICU,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
"Total number of short-term general hospitals with neonatal intensive care per 1,000 population",healthcare access risk,5,Specialised Services,0.75,0.01,0.0,0.0,,,AHRF_NEONATALIC_HOSP_RATE,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
Total number of short-term general hospitals with neonatal intensive care,healthcare access risk,5,Specialised Services,32.0,4.0,0.0,0.0,,,AHRF_TOT_NEONATALIC_HOSP,No,inf,-1.0,No,-1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,0.0,0.0,No,No,0.6,0
